NO;HHNO;ORIGINALPERSONID
28112507;11237088;2503
28112643;11237144;3991
28112706;11237163;2031
28112743;11237163;7116
28112950;11237273;2049
28113134;11237273;1227
28113180;11237371;1306
28113255;11237371;6761
28113269;11237416;1873
28113280;11237416;4953
28113382;11237456;772
28113858;11237657;150
28113926;11237684;2684
28114315;11237843;1017
28114343;11237854;2265
28114344;11237854;5829
28114389;11237873;4494
28114421;11237886;8069
28114451;11237886;4902
28114468;11237901;1936
28114516;11237901;6927
28114521;11237901;6722
28114528;11237901;3125
28114538;11237928;6942
28114616;11237964;5127
28114645;11237976;4175
28115005;11238133;7144
28115042;11238149;4243
28115046;11238149;1732
28115097;11238149;2114
28115164;11238197;4969
28115205;11238217;3227
28115299;11238217;169
28115405;11238299;147
28115657;11238412;6862
28115669;11238415;3266
28115716;11238431;1401
28115768;11238451;5107
28116026;11238545;6292
28116248;11238655;5167
28116340;11238693;4055
28116420;11238693;7729
28116881;11238932;417
28120516;11240483;5545
28130589;10012447;2728
28130656;10012447;6487
28130752;10012447;2154
28140108;11248654;2535
28140152;11248654;3569
28140155;11248654;7659
28140163;11248654;3806
28140227;11248704;1309
28145114;11250729;400
28166766;11259759;8089
28169744;11260969;1010
28172979;11262386;8192
28173370;11262553;4809
28173380;11262553;7147
28173385;11262556;5025
28173421;11262556;5660
28173668;11262665;501
28173794;11262716;5837
28173885;11262755;7734
28173933;11262769;1713
28173946;11262774;4080
28174166;11262866;2875
28174239;11262901;6798
28174245;11262901;1810
28174297;11262901;7355
28174381;11262956;6369
28174428;11262977;3662
28174490;11262977;2479
28174501;11262977;1888
28174505;11263004;2835
28174506;11263004;3988
28174657;11263079;3039
28174911;11263185;576
28174929;11263185;2293
28174932;11263185;3598
28174964;11263185;6637
28175188;11263185;3855
28175389;11263364;5005
28175537;11263432;3033
28176069;11263634;2630
28176148;11263634;232
28176151;11263634;6747
28176484;11263800;8221
28176499;11263800;6909
28176558;11263800;5730
28176578;11263800;1513
28176623;11263858;2628
28176627;11263858;2677
28176634;11263862;5559
28176716;11263905;2636
28176931;11264002;7006
28176994;11264002;6537
28177208;11264127;2472
28177259;11264157;5150
28177445;11264226;7197
28177569;11264277;39
28177727;11264339;6083
28177749;11264339;129
28177752;11264352;696
28178104;11264505;5157
28178377;11264622;4507
28178758;11264789;5118
28178969;11264871;6655
28178976;11264871;1439
28179086;11264918;2290
28179167;11264953;6656
28179394;11265047;3908
28179400;11265047;4007
28179503;11265047;1682
28179644;11265149;1204
28179646;11265151;6583
28179659;11265154;4408
28179663;11265154;6751
28179708;11265177;6248
28180027;11265309;3344
28180222;11265393;5868
28180468;11265495;711
28180947;11265688;5830
28181322;11265842;7338
28181482;11265905;3414
28181516;11265905;7345
28181554;11265939;2125
28181661;11265939;1826
28181667;11265939;4242
28181991;11266113;336
28181994;11266113;2812
28181996;11266113;7425
28182034;11266134;3395
28182084;11266134;311
28182400;11266134;6313
28182451;11266310;3699
28182507;11266310;8245
28182510;11266310;1824
28182581;11266359;5076
28182719;11266415;1506
28182808;11266446;1314
28182810;11266446;1071
28182909;11266490;699
28182913;11266490;5979
28182964;11266490;230
28183104;11266575;3355
28183329;11266663;6820
28183582;11266774;2076
28184069;11266971;2492
28184223;11267035;1545
28184303;11267061;4893
28184339;11267076;2048
28184358;11267076;2279
28184651;11267191;1823
28184781;11267239;193
28184813;11267239;279
28185492;11267549;1719
28185683;11267625;4075
28185694;11267625;3371
28185766;11267625;2843
28185779;11267663;3696
28185877;11267663;2365
28185926;11267723;3986
28185948;11267735;7337
28185998;11267735;4758
28186020;11267758;2685
28186022;11267758;936
28186088;11267787;2193
28186101;11267793;4434
28186123;11267793;2884
28186229;11267846;2868
28186740;11268045;2022
28186750;11268045;1495
28186921;11268116;4752
28186924;11268116;49
28187004;11268147;5083
28187132;11268207;2775
28187156;11268207;764
28187199;11268207;5943
28187353;11268296;4436
28187429;11268326;8153
28187483;11268326;90
28187494;11268326;2056
28187702;11268449;5722
28187764;11268449;2947
28187827;11268449;5658
28188005;11268567;5323
28188008;11268567;1220
28188276;11268671;7851
28188713;11268855;4708
28188744;11268855;4518
28188780;11268883;3379
28189746;11269294;7535
28189855;11269341;5691
28189908;11269369;1496
28189922;11269369;6605
28190028;11269423;3886
28190177;11269486;5873
28190179;11269486;1101
28190201;11269486;5533
28190656;11269683;1172
28190700;11269683;2460
28190744;11269721;3297
28190749;11269721;161
28190757;11269721;3524
28190840;11269758;6715
28190966;11269808;3391
28190983;11269815;3829
28191046;11269840;7816
28191073;11269840;3782
28191133;11269877;3969
28191146;11269877;2149
28191444;11270008;3166
28191498;11270033;6366
28191570;11270067;4063
28191640;11270067;5606
28191878;11270204;4408
28191896;11270204;827
28191908;11270204;7396
28191936;11270224;1132
28191953;11270224;8253
28191960;11270233;6913
28191966;11270233;5868
28192009;11270252;605
28192031;11270263;3052
28192179;11270322;5007
28192200;11270322;6322
28192317;11270373;6569
28192559;11270464;915
28192575;11270464;1213
28192609;11270464;4540
28192634;11270495;3049
28192635;11270495;3814
28192673;11270510;6993
28192819;11270510;6648
28192868;11270510;7801
28192908;11270510;2723
28192910;11270510;6963
28192918;11270609;7457
28193133;11270695;1482
28193210;11270695;4752
28193548;11270872;6564
28193649;11270872;7291
28194008;11271070;7433
28194063;11271070;7111
28194491;11271272;880
28194734;11271379;2794
28194868;11271428;6833
28194876;11271428;364
28194897;11271442;3999
28195017;11271492;7023
28195054;11271507;2893
28195201;11271563;1075
28195229;11271578;7661
28195335;11271619;6670
28195431;11271665;2176
28195466;11271665;3728
28195467;11271679;2639
28195627;11271741;6394
28195652;11271741;5638
28195655;11271752;3100
28195793;11271806;5071
28195801;11271806;4702
28195810;11271806;1908
28195861;11271832;6335
28195985;11271893;1552
28195987;11271893;6030
28196001;11271893;613
28207400;10012767;7944
28207412;10012767;6140
28216250;10012804;4206
28220345;10128211;5012
28222489;11283085;2815
28222584;11283121;1986
28222593;11283121;2519
28222690;11283170;8166
28222763;11283202;424
28222830;11283202;5517
28222850;11283202;1431
28222902;11283263;5144
28222970;11283263;5041
28223016;11283306;6368
28223022;11283306;1970
28223081;11283306;7482
28223156;10128336;1702
28223181;10128336;6759
28223268;11283420;1453
28223274;11283420;5969
28223401;11283474;1994
28223534;11283529;3786
28223614;11283565;8210
28223660;11283565;6205
28223818;11283657;582
28223886;11283682;5945
28223924;11283682;5914
28223950;11283682;47
28224060;11283749;1534
28224107;11283770;5244
28224153;11283770;4224
28224255;11283833;4684
28224346;11283833;4087
28224368;11283883;7152
28224393;11283883;389
28224665;11283997;4786
28224735;11283997;4800
28224797;11283997;1796
28224835;11283997;4428
28224971;11283997;930
28225143;11284184;1669
28225361;11284271;1789
28225520;11284329;5533
28225558;11284329;2915
28225572;11284355;1582
28225574;11284355;1556
28225640;11284389;4786
28225670;11284389;8035
28225938;11284506;6950
28226066;11284506;1737
28226182;11284599;2829
28226245;11284599;1182
28226250;11284599;4894
28226332;11284674;907
28226365;11284684;1808
28226383;11284684;7622
28226389;11284692;6606
28226418;11284692;8181
28226422;11284692;6447
28226432;11284692;6708
28226557;11284766;6947
28226571;11284766;1467
28226650;11284801;7350
28226695;11284801;319
28227268;10128504;4158
28227313;11285085;4542
28227319;11285085;4559
28227408;11285130;866
28227444;11285130;5942
28227495;11285130;3161
28227497;11285170;4763
28227520;11285184;5743
28227544;11285184;2884
28227578;11285184;6450
28227610;11285218;4435
28227653;11285218;3712
28227667;11285248;954
28227734;11285248;1061
28227813;11285312;7889
28229184;10128586;1195
28232260;10128713;7295
28232308;10128713;5468
28237927;10128950;2074
28237948;10128950;1804
28244821;10129234;5977
28245467;11292625;7158
28245468;11292625;1503
28245475;11292625;6764
28245492;11292625;7118
28245496;11292625;6686
28245740;11292739;2431
28245752;11292744;37
28246547;11293071;4526
28246755;11293158;2251
28246761;11293160;1087
28246780;11293160;7633
28246799;11293160;1951
28247130;11293320;4174
28247532;11293500;2758
28247542;11293505;6253
28247841;11293626;2917
28247871;11293638;1879
28247946;11293638;1269
28247984;11293685;5556
28248121;11293750;7118
28248187;11293750;2810
28248527;11293921;6898
28248528;11293921;4662
28248696;11293992;7906
28248992;11294117;2473
28249014;11294125;3146
28249017;11294126;1448
28249063;11294126;4705
28249078;11294149;103
28249097;11294149;7440
28249186;11294192;217
28249353;11294270;3855
28249483;10012943;5893
28249484;11294322;2393
28249521;11294322;2844
28249665;11294388;4677
28249703;11294388;3197
28249715;11294388;8141
28249732;11294416;2465
28249735;11294416;2578
28249770;11294416;2962
28249793;11294416;5386
28250270;10129462;4124
28250687;11294800;1780
28250813;11294861;6891
28250844;11294861;5509
28251828;11295298;7795
28251852;11295307;5597
28253389;11295969;6669
28253391;11295969;3461
28253934;10129617;3054
28258569;10129817;7093
28258880;10129830;1509
28258891;10129830;1335
28260726;11299066;5646
28260778;11299066;2363
28264677;10130072;3995
28264722;10130072;7858
28264742;10130072;5959
28267687;10130196;2634
28290531;11311595;1113
28300603;10131578;1093
28305200;11317752;5802
28305251;11317752;4471
28305318;11317752;5858
28308754;10013192;7932
28319321;10013237;7926
28324842;10132602;5332
28326224;10132656;5770
28334294;10132994;77
28335828;10133060;616
28337086;10133111;982
28343563;11333876;2340
28345568;10133469;2882
28347121;11335327;7229
28347190;11335327;2670
28347890;11335641;3077
28347947;11335641;6599
28348312;11335815;6082
28348346;11335815;165
28348353;11335834;7712
28348356;11335834;853
28348374;11335834;2035
28348588;11335929;2959
28348591;11335929;409
28348617;11335929;8159
28348765;11336000;6050
28348972;11336085;5862
28349478;11336306;3721
28349512;11336321;4762
28349522;11336321;4744
28349673;10133638;1433
28349683;10133638;1386
28349699;10133638;5670
28349720;11336402;38
28349725;11336402;2660
28349848;11336448;3238
28349915;11336448;6626
28349926;11336478;2009
28349942;11336478;609
28350265;11336629;2707
28350364;11336629;3539
28350537;11336746;2660
28350542;11336746;1291
28350576;11336746;5296
28350840;11336886;5040
28350972;11336944;1626
28351014;11336944;7212
28351369;11337116;4420
28351380;11337116;4337
28351461;11337157;4547
28351479;11337157;5691
28351530;11337157;4118
28351633;11337231;1349
28351642;11337231;79
28351737;11337271;5344
28351774;11337271;5133
28351779;11337271;2510
28352062;10013374;4676
28352110;10013374;6664
28352152;10013374;5575
28352158;10013374;4337
28352418;11337542;5794
28352465;11337542;4549
28353114;11337843;2512
28353118;11337843;6228
28353180;11337843;8116
28353783;11338136;4824
28353805;11338136;2075
28353816;11338136;7538
28353864;11338167;5649
28353885;11338167;1828
28353920;11338189;5727
28354226;11338318;999
28354441;11338407;3520
28354641;11338503;8109
28354967;10133863;4648
28355060;11338662;6031
28355510;11338846;7482
28355525;11338846;6541
28355596;11338881;6532
28355652;11338881;2547
28355678;11338881;7038
28356045;11339075;1148
28356087;11339075;4305
28356529;11339259;6840
28356543;11339259;4276
28357142;11339523;3448
28357163;11339523;2550
28357183;11339523;5881
28357212;11339553;110
28357295;11339553;4345
28357359;11339553;1675
28357737;11339772;673
28357746;11339772;3665
28357879;11339839;2182
28357993;11339839;4360
28358454;11340088;5237
28358627;11340155;7071
28358728;11340155;797
28358925;11340281;6191
28359031;11340321;833
28359226;11340400;7251
28359361;11340458;767
28359430;11340458;4184
28359789;11340640;7262
28359795;11340640;2568
28359949;11340714;8092
28359955;11340714;723
28360025;11340743;7423
28360045;11340743;4146
28360048;11340743;5633
28360091;11340743;1748
28360258;11340831;3167
28360267;11340831;8175
28360534;11340952;6261
28360582;11340952;7631
28361437;11341337;6525
28362066;11341606;1325
28362071;11341606;3217
28362238;11341677;3269
28362251;11341677;5920
28362285;11341697;8274
28362922;11341973;2703
28362924;11341973;7778
28362967;11341990;4288
28362983;11341990;4339
28363200;11342080;4492
28363486;11342197;5457
28363746;11342308;4727
28363766;11342308;4119
28363844;11342308;2944
28363857;11342308;6460
28363908;11342374;7401
28363909;11342374;3977
28363926;11342380;383
28364020;11342428;7019
28364102;11342428;1911
28364377;10134257;167
28364407;10134257;3106
28364454;11342604;3723
28364486;11342604;3032
28364618;11342674;1527
28365025;11342848;3618
28365674;11343124;5207
28365707;11343124;6967
28366110;11343305;410
28366313;11343387;7747
28366352;11343387;2078
28367030;11343685;4485
28367070;11343685;3264
28367078;11343703;8099
28367241;11343781;613
28367416;11343858;6112
28368160;10134416;2918
28368404;11344267;4706
28368413;11344267;7333
28368971;10134450;2337
28369316;10134465;129
28369494;10134465;7579
28370778;10134527;2662
28371156;10134542;3847
28378418;10134851;139
28378563;10134851;7730
28384805;11351262;6192
28384844;11351262;5156
28385020;11351262;3667
28385169;11351262;3123
28385639;10135162;5381
28385723;10135162;2645
28386080;11351821;2472
28386100;11351821;4179
28386478;11351995;8048
28386530;11351995;3268
28386875;11352158;6191
28386900;11352158;5605
28387269;11352317;2029
28387309;11352317;74
28387322;11352317;1895
28387643;11352475;4541
28387668;11352475;4978
28387867;11352568;3746
28388026;11352637;4977
28388142;11352691;3952
28388185;11352708;2451
28388187;11352708;2818
28388196;11352708;2213
28388217;11352708;3763
28388261;11352740;7914
