NO;LOCATIONNO;ORIGINALHHID
11095999;716427;4234
11096004;716538;4317
11096042;716637;4009
11096049;716671;1779
11096052;716711;4903
11096092;716750;2460
11096127;716823;1222
11096152;717048;2621
11096185;717049;2460
11096190;717160;2509
11096249;717284;1662
11096285;717479;4785
11096312;717745;3254
11096329;717789;3324
11096342;717854;2590
11096359;717931;4460
11096376;718021;4819
11096383;718142;1898
11096394;718326;3194
11096437;718563;4562
11096479;718601;4517
11096498;718722;1033
11096517;718775;99
11096576;718789;269
11096599;718889;858
11096606;719002;3501
11096628;719092;3488
11096644;719123;4245
11096665;719271;584
11096682;719390;2714
11096715;719557;2410
11099739;727129;2618
11101515;733604;629
11103040;737118;4792
11105192;743487;533
11107264;748802;2522
11110528;760242;478
11111655;765646;1413
11111663;765721;4918
11111667;765892;3125
11111694;765993;63
11111699;766026;4329
11111733;766072;2477
11111744;766213;2990
11111776;766334;1900
11111787;766372;1765
11111839;766395;992
11111854;766404;2467
11111877;766882;1734
11111893;766962;800
11111917;766971;4100
11111929;767255;2637
11111939;767377;916
11111947;767402;1865
11111992;767405;1118
11112040;767538;3680
11112054;767556;2086
11112083;767569;5164
11112108;767594;362
11112129;767701;2448
11112154;767744;4966
11112157;767764;545
11112206;767816;5090
11112227;767891;3999
11112268;767905;3736
11112289;768129;4679
11112313;768156;2605
11112329;768422;3413
11112432;768537;5156
11112450;768697;634
11112465;768804;3301
11112517;768868;4159
11112544;769047;55
11112577;769110;1057
11112714;769132;4613
11112758;769176;3471
11112802;769187;4190
11112803;769321;3440
11112805;769366;1810
11112807;769452;560
11112819;769499;3465
11112828;769521;5155
11112856;769730;775
11112864;769921;2702
11112872;769938;5094
11112892;769965;410
11112898;770002;4272
11112920;770023;1897
11112922;770086;5018
11113121;770203;3240
11113158;770378;2809
11113181;770589;550
11113300;770730;4346
11113338;770778;776
11113349;770800;2127
11113401;770856;1859
11113428;770956;5082
11113454;771172;2241
11113458;771178;1211
11113460;771266;3197
11113505;771276;2318
11113510;771332;329
11113644;771489;3223
11113665;771700;4495
11113726;771869;4394
11113807;771894;2853
11113836;771913;639
11113907;772165;1272
11114000;772194;3548
11114003;772204;4786
11114018;772243;1946
11114039;772269;451
11114072;772332;2198
11114171;772420;3041
11114201;772467;3094
11114213;772492;3902
11114283;772493;3322
11114334;772640;1665
11114361;772696;233
11114488;773330;183
11114495;773347;834
11114536;773414;2664
11114542;773661;2038
11114548;773716;1162
11114620;773903;4495
11114626;774131;3466
11114640;774330;4542
11114662;774334;3888
11114670;774369;1654
11114672;774742;893
11114734;774813;3596
11114793;774915;1572
11114804;774939;3203
11114813;775134;126
11114822;775355;4257
11114872;775420;3522
11114887;775542;4029
11114912;775577;283
11114926;775578;1403
11115011;775677;4593
11115016;775704;4475
11115020;775708;4127
11115021;775817;2068
11115056;775839;455
11115080;775845;3115
11115121;775903;243
11115189;776001;5094
11115262;776162;3505
11115285;776166;1499
11115357;776238;3545
11115359;776374;4105
11115369;776638;4580
11115370;776732;3023
11115383;776747;200
11115392;776801;4073
11115396;776805;5152
11115438;777063;1959
11115446;777188;910
11115496;777236;1805
11115505;777373;3561
11115538;777394;4718
11115620;777469;3465
11115627;777529;2682
11115630;777571;3630
11115634;777662;4533
11115719;777949;4076
11115799;777986;3134
11115810;778109;974
11115837;778256;3740
11115905;778295;20
11115942;778383;2591
11115945;778464;4143
11115975;778538;4910
11116004;778791;161
11116053;778854;3788
11116060;778883;3100
11116062;778893;992
11116075;778959;705
11116080;779013;2874
11116115;779028;122
11116150;779281;634
11116153;779353;319
11116159;779358;1476
11116162;779451;1553
11116176;779757;5105
11116229;779787;4383
11116237;779971;1280
11116272;780300;2232
11116281;780368;1073
11116343;780398;4808
11116357;780442;3982
11116375;780711;2165
11116392;780777;4798
11116413;780902;183
11116417;780944;4264
11116444;780962;3697
11116518;781027;1018
11116599;781057;2319
11116608;781139;2760
11116655;781172;3348
11116715;781183;3785
11116722;781184;281
11116771;781343;67
11116815;781457;1206
11116817;781472;2495
11116837;781648;3152
11116850;781727;3519
11116863;781952;2639
11116867;782141;3622
11116873;782301;1380
11116887;782319;317
11116960;782443;3598
11117054;782582;1162
11117061;782652;3630
11117130;782782;4246
11117145;782787;2981
11117179;782872;3467
11117226;782929;4779
11117293;782990;1324
11117303;783259;1670
11117365;783493;1120
11117384;783506;3573
11117392;783655;4481
11117416;783686;3682
11117431;783863;3439
11117529;784090;4191
11117573;784213;4422
11117576;784323;1481
11117610;784420;2215
11117651;784736;3932
11117653;784741;1628
11117662;784797;2497
11117882;785125;2132
11117890;785311;2387
11117954;785322;1142
11117956;785387;2774
11117961;785493;1317
11117977;785591;1501
11117981;785729;987
11118070;785848;2397
11118101;785991;2260
11118176;786181;1371
11118181;786436;3926
11118231;786462;4800
11118250;786565;3922
11118272;786836;2190
11118404;787066;4104
11118405;787153;3593
11118407;787270;357
11118439;787346;4856
11118458;787406;4989
11118469;787636;3931
11118529;787673;3863
11118570;787773;183
11118584;787881;3320
11118637;787929;3828
11118648;787936;4957
11118703;787943;476
11118706;787955;2587
11118728;787971;547
11118735;788072;5166
11118737;788199;418
11118750;788365;2311
11118800;788416;928
11118905;788452;1789
11118906;788553;1205
11118932;788806;3848
11118941;788843;4923
11118970;788863;2099
11119028;788911;151
11119034;788928;2127
11119041;788970;4752
11119804;791725;2866
11119820;791748;413
11119840;791984;99
11119855;792011;1738
11119906;792061;2452
11119923;792133;2609
11119985;792233;762
11120143;792262;3568
11120188;792841;1242
11120204;792850;5089
11120227;792858;4105
11120233;792883;1132
11120258;792955;4251
11120294;792988;3451
11120327;793049;3489
11120344;793055;1725
11120366;793089;3652
11120449;793169;4885
11120491;793310;1595
11120529;793461;4975
11120560;793636;1858
11120706;794046;4700
11120776;794067;4877
11120803;794145;3874
11120834;794420;1009
11120861;794592;882
11120930;794674;918
11120949;794692;2273
11120967;794849;3856
11120984;795036;4399
11120997;795111;450
11121007;795119;2932
11121018;795201;355
11121033;795308;4075
11121046;795396;4058
11121119;795484;4185
11121135;795493;4543
11121148;795589;1446
11121160;795698;3691
11121167;795805;4156
11121189;795865;4162
11121239;795866;1591
11121272;795998;273
11121341;796186;1822
11121387;796250;378
11121505;796269;2776
11121533;796288;3362
11121554;796345;1173
11121562;796468;1638
11121569;796628;1894
11121648;796861;1622
11121735;797099;576
11121756;797173;284
11121765;797277;3235
11121766;797467;370
11121921;797698;728
11121938;797755;1651
11122057;797854;5079
11122064;797932;1625
11122132;797978;2812
11122167;798028;2874
11122230;798193;316
11122264;798234;4783
11122277;798583;2268
11122310;798829;45
11122331;798934;4265
11122363;798970;4111
11122368;798996;3300
11122392;799006;1795
11122393;799013;2540
11122398;799046;4879
11122426;799119;1770
11122463;799167;2582
11122486;799171;3488
11122529;799462;4819
11122533;799623;5145
11122582;799763;4802
11122645;799781;2233
11122729;799810;3866
11122737;799868;3812
11122795;799910;933
11122880;799968;3572
11122891;800063;4649
11122896;800145;2372
11122961;800326;3391
11123027;800367;3168
11123029;800457;1865
11123057;800624;4415
11123199;800629;4542
11123257;800742;3428
11123278;800816;1583
11123351;800978;1496
11123365;801031;3681
11123410;801118;3875
11123452;801192;4100
11123473;801217;5109
11123632;801244;386
11123654;801320;1727
11123769;801435;466
11123851;801815;3610
11123919;801942;1437
11123931;802069;752
11124042;802082;3388
11124073;802088;5009
11124120;802131;3187
11124143;802323;1724
11124186;802633;2499
11124188;802707;4476
11124248;802758;3147
11124294;802859;2974
11124329;802918;2817
11124349;802921;1853
11124510;803323;4937
11124687;803367;3552
11124702;803807;1188
11124712;803816;1297
11124729;803848;607
11124803;803897;4589
11124813;803967;130
11124818;804000;1384
11124830;804002;99
11124837;804028;2442
11124851;804030;4890
11124936;804045;2961
11124941;804082;2003
11125041;804157;4728
11125051;804309;417
11125079;804420;4862
11125114;804427;5090
11125122;804461;3578
11125153;804557;612
11125198;804568;1974
11125259;804784;2818
11125340;804794;2483
11125371;804823;42
11125405;805049;2125
11125425;805144;4342
11125448;805306;3655
11125464;805376;2769
11125533;805387;764
11125630;805422;1589
11125633;805619;1570
11125652;805916;420
11125699;806057;2906
11125749;806178;89
11125770;806213;2703
11125797;806268;851
11125917;806431;978
11125960;806445;4235
11125964;806669;1250
11125996;806744;4273
11126000;806841;2160
11126067;806897;2153
11126124;807024;713
11126205;807076;1396
11126263;807295;2246
11126282;807954;5043
11126284;807987;1854
11126300;807988;3969
11126319;808065;511
11126321;808118;1703
11126334;808338;213
11126342;808649;3153
11126415;808728;4474
11126445;808782;3613
11126475;809095;984
11126524;809273;4228
11126539;809467;2669
11126708;809484;4529
11126720;809503;3342
11126792;809590;2566
11126816;809684;4116
11126893;809696;5066
11126896;809706;1986
11126973;809791;2565
11127034;809821;1186
11127066;809937;1539
11127181;809995;797
11127259;810036;660
11127346;810097;3027
11127354;810105;4834
11127453;810157;1692
11127500;810202;1000
11127506;810284;2636
11127510;810285;579
11127520;810393;4366
11127555;810547;2709
11127578;810571;4744
11127625;810760;20
11127642;810839;34
11127665;810855;3483
11127708;810869;310
11127746;810892;4435
11127786;810926;3119
11127858;811025;3080
11127869;811443;3252
11127875;811569;5163
11127937;811952;4212
11127950;812108;4530
11127973;812131;935
11128042;812186;2737
11128044;812232;1023
11128045;812360;208
11128141;812380;953
11128175;812432;2530
11128194;812513;1410
11128219;812582;5043
11128261;812650;4646
11128329;812719;1178
11128371;812823;4168
11128385;812844;2333
11128390;812868;1043
11128445;812942;639
11128507;813208;4990
11128521;813263;3927
11128531;813318;4535
11128548;813323;5
11128550;813355;4737
11128622;813400;4964
11128695;813463;5090
11128698;813502;2186
11128750;813682;3672
11128752;813751;2872
11128771;813756;2117
11128799;813861;3078
11128820;813967;2980
11128862;814215;325
11128977;814255;3824
11128988;814317;201
11129009;814334;3461
11129069;814344;394
11129095;814391;1198
11129102;814499;3893
11129105;814534;3740
11129129;814560;4194
11129181;814588;3174
11131997;820811;1832
11138539;838684;2252
11142450;848719;383
11149008;865650;3748
11149103;865982;4474
11149427;866893;1000
11150381;868461;1595
11155547;880546;554
11157440;883853;245
11157445;884037;1863
11157573;884038;4352
11157722;884043;2629
11157747;884252;3163
11157921;884321;5187
11157931;884667;4306
11157945;884686;3508
11157973;884736;1067
11158045;884794;2357
11158136;884803;4467
11158158;884902;72
11158166;884972;990
11158173;885204;869
11158254;885291;55
11158282;885296;4005
11158374;885338;1962
11158432;885414;1006
11158451;885425;4727
11158464;885804;1384
11158513;885889;4655
11158542;886093;17
11158584;886172;3741
11158586;886238;461
11158589;886428;3826
11158594;886497;4419
11158636;886512;4565
11158644;886530;660
11158851;886546;2658
11158947;886831;904
11158969;886967;4578
11159027;887085;813
11159270;887289;3718
11159293;887660;3370
11159322;887802;2859
11159340;888211;2747
11159347;888242;576
11159351;888385;3219
11159437;888424;1222
11159530;888668;4569
11159535;888690;4899
11159536;888713;2873
11159589;888738;2031
11159691;888897;4712
11159697;888972;1811
11159710;889034;3685
11159730;889186;151
11159823;889362;3111
11159973;889615;1622
11159974;889669;434
11160001;889818;3548
11160078;889954;500
11160108;889973;4280
11160135;890005;992
11160149;890076;4850
11160205;890230;2343
11160210;890385;1940
11160218;890425;2316
11160240;890432;2716
11160269;890598;4037
11160276;890803;4381
11160295;890810;1099
11160361;890842;3217
11160391;890941;1443
11160414;891061;4223
11160431;891102;2728
11160456;891134;116
11160525;891157;1975
11160566;891190;4697
11160632;891224;3598
11160659;891266;4642
11160663;891292;4208
11160685;891297;3415
11160700;891355;4169
11160717;891373;403
11160838;891560;4089
11160847;891784;325
11160969;891895;681
11161011;892103;2058
11161068;892150;3903
11161075;892165;4536
11161106;892223;201
11161159;892256;3827
11161161;892297;4884
11161183;892409;1373
11161247;892464;3520
11161290;892513;2034
11161470;892530;4789
11161569;892941;3901
11161645;893104;4953
11161664;893486;1356
11161719;893593;3330
11161723;893646;3006
11161794;894013;1456
11161994;894036;837
11162003;894054;2422
11162005;894067;2978
11162022;894235;261
11162160;894299;3463
11162166;894507;2529
11162354;894791;634
11162364;895096;2973
11162384;895124;4888
11162454;895131;1323
11162533;895256;1045
11162561;895291;1202
11162564;895323;3453
11162572;895413;1697
11162611;895462;3141
11162632;895493;2470
11162727;895503;1124
11162769;895532;2413
11162934;895572;2347
11162936;895591;3656
11162960;895723;396
11162963;895848;75
11162984;895857;434
11163070;895900;4670
11163086;895918;2130
11163138;895924;4059
11163161;895982;2686
11163191;896336;102
11163194;896380;390
11163226;896486;4354
11163262;896668;3528
